tweet_id,retweet_count,favorite_count
667470559035432960,92,248
667455448082227200,57,184
667453023279554560,85,298
667443425659232256,554,755
667437278097252352,227,436
667435689202614272,82,299
667405339315146752,214,452
667393430834667520,52,188
667369227918143488,155,352
667211855547486208,230,469
667200525029539841,250,592
667192066997374976,96,370
667188689915760640,385,720
667182792070062081,5915,13816
667177989038297088,52,184
667176164155375616,438,585
667174963120574464,74,235
667171260800061440,80,212
667165590075940865,1085,2597
667160273090932737,60,249
667152164079423490,16233,46018
667138269671505920,2107,4432
667119796878725120,123,319
667090893657276420,119,321
667073648344346624,114,385
667070482143944705,14,81
667065535570550784,42,161
667062181243039745,49,210
667044094246576128,47,177
667012601033924608,212,431
666996132027977728,84,233
666983947667116034,936,2451
666837028449972224,530,777
666835007768551424,77,203
666826780179869698,89,244
666817836334096384,239,492
666804364988780544,86,223
666786068205871104,465,723
666781792255496192,182,367
666776908487630848,165,331
666739327293083650,62,223
666701168228331520,208,411
666691418707132416,45,176
666649482315059201,589,1077
666644823164719104,76,221
666454714377183233,202,495
666447344410484738,18,98
666437273139982337,42,117
666435652385423360,49,160
666430724426358785,180,301
666428276349472768,78,156
666421158376562688,107,303
666418789513326592,43,115
666411507551481857,307,416
666407126856765440,33,100
666396247373291520,77,159
666373753744588802,85,174
666362758909284353,525,730
666353288456101888,67,201
666345417576210432,128,275
666337882303524864,84,182
666293911632134144,324,469
666287406224695296,62,138
666273097616637952,74,161
666268910803644416,32,96
666104133288665088,6050,13782
666102155909144576,11,72
666099513787052032,62,143
666094000022159362,68,153
666082916733198337,42,104
666073100786774016,147,300
666071193221509120,54,136
666063827256086533,199,448
666058600524156928,55,107
666057090499244032,128,274
666055525042405380,224,411
666051853826850816,787,1140
666050758794694657,52,125
666049248165822465,41,99
666044226329800704,133,274
666033412701032449,41,114
666029285002620928,42,121
666020888022790149,468,2440
